review_text,F,BR,AU,FI,IR,A,L,LF,MN,O,PE,SC,SE,US,PO
However I wish there was an way to alphabetize my boards!,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"I greatly enjoy Pinterest, the only problem I find with it is that I can  t go back to the same place I was once I click on something, while on my windows phone ,",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
How can u not LOVE this app?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Now I can  t open links in safari and when I look at other people  s boards   hardly any of their boards and pins load (you can tell by their pin count).,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"My only complaints would be that sometimes it unexpectedly crashes, which sometimes makes me lose great pins.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anytime you need an idea for any reason, it  s here at your fingertips.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
:/ please fix this!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
But the new update causes crashes everytime I try to open notifications ?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"s iTunes ,  Constantly crashes my iPad!",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
There are a few issues I  ve experienced with uploading certain pictures and being able for others to view.,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"However, it is crashing and shutting down the device so it must reboot.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"The update crashes my iPad when I try to open a pin..but other than that I am totally obsessed with it and love all the ideas I get from it ,",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Now that you added the ability to upload pics I  m happy to give you 5 stars!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Why does the app always crash when I try to send a pin from my iPad?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I liked how you could back swipe to return to the pervious page of posts now it goes to another pin.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
But I wish you could move more than one pin at a time to a new board.,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
You can create your own boards and see what all of your friends are pinning. Definitely recommended for anyone who is looking for a fun and productive way to pass the time.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I love selecting my favs and adding a few of my own pix.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Never had a problem with crashing ,",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I can get everything I need in one place from food to crafts to funny pictures to wedding ideas. It is amazing and I highly recommend it to anyone that hasn  t tried it.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I can save things I want to see later by just pinning them.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Great app love the site only gets a 4 because I can  t pin directly from iPhone and lets face who uses their computer that often anymore.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"There are really good ideas for home decor, cooking, crafting, etc., but my favorite feature is travel photos and all the amazing places one can add to one  s bucket list.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I ve been wanting to get Pinterest on the go, and so far I ve been very happy with this app :) I haven t had to deal with updates yet, but I love how its still just as easy to use on my iPhone as it is to use on a tablet or computer!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Now it is so frustrating.....crashes constantly on my iPad.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Every so many pins, searches or even pulling up my owns pins....it CRASHES.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sorry before I forgot the rating.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
There are so many ideas and themes.....you could explore forever.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Viewing so many places in the world to get 'traveling' ideas, \n'how to' fix things in your house, hair, makeup, etc., &amp; amazing party ideas. \n\nI can find anything from beautiful Art or photos of celebrities, flower ideas (bouquets or arrangements)\nPinterest is such a helpful &amp; useful app that I can t live without. \nIt has made my daily life so much easier.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"No matter what you re into and what you re looking for, it s here!!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The only problem is that I spend so much time surfing for ideas that I run out of time to do them!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I am addicted to pinterest but when I updated it,I can t open the app or even on safari!!",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
One of them was Create a Pin in Pinterest.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It crashes every time I close a pin I was looking at.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Have to copy link and open in a browser, otherwise I just get a grey screen.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"The app is great, but not when it is crashing my iPad.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ever since the update, when the screen orientation is changed, the app crashes and the iPad goes right along with it.",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
It repeatedly crashes and resets. \n\nUpdate: this is the third update since I originally wrote this review and it s still crashing on a regular basis.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Best ideas, people are so creative and I think I m addicted!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Please continue it always.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I plan to get all my associates hooked on it.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Love love love it lots of inspiration and you can find anything you need ,",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I wish you were able to create sub boards.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
My entire iPad crashes when I m using Pinterest since the update.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I never have any problems with this app!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I also have a problem with it crashing.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"I am addicted to Pinterest, but it is always crashing.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I just love this App!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I love pinterest I can t stop looking at stuff!!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sometimes I am unable to see my pins/likes/boards but it s coming along.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
This app never fails to surprise me!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I love this app but it crashes my whole iPad and it has to restart itself.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Please fix this bug!,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
This creates a stack of open pages. \nI have to manually close pages under the one I am looking at or the program will crash after just a few clicks.,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"I love this site, but it has been crashing since the last update.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Pinterest crash and burns harder than a Ford Pinto. \nThe crashing bug needs to be fixed before adding more crap we can t use. \nThis needs to be fixed....why is it you won t show my review?,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
It s perfect when I m on the go and I need to look up something I ve saved.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I ve found so many good ideas and recipes and its so easy to organize them so you can use them later.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Application crashes after trying to open link up. \nPlease fix otherwise awesome App.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I m completely addicted and the updates have just added to my addiction. \nI can t pin fast enough.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Can t open pins!!,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Never have I gotten so many ideas to be creative .,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"As an elementary art teacher, I could not have a better app on my phone, so many good ideas ,",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The only bad thing is that it crashes quite a bit.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The app crashes entirely too much.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"App constantly crashes. \nIf you try to send a pin to someone, pin something, viewed one of your boards app will either just crash or you get blue screen and ipad restarts itself.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
My app has continually been crashing. \nPlease get it fixed!!!,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"I love the app, I get lots of recipes and am able to open it when I m at the grocery store and see what I need to buy for recipes and then when I m cooking its easy to follow the recipe right from my phone!!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Love the App big time BUT after this last update, it would seem, it crashes all the time.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
It s the first place I look to when I need something.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
:) the new updates on this app make it much more stable and I like you can now make Pinterest folders within the app.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I hate it when it crashes my iPad though & has been difficult to open pins at times.,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
The one thing that is missing & something I d like to see is red light notifications like the website version has.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"With the new iOS and app update, I can t open ANY of my pins, or any of the links in safari through the app.",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
I totally recommend it!!!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Pintrest is the greatest, all ideas are great, just need clear and full recipes.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I am so disappointed with the Pinterest IPad App at how it continues to crash when attempting to open the pinned links. \nPlease fix this as soon as possible, as this app played an important role in my leisure time.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The ideas are endless.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Can t open pictures to view larger and on the rare when I can, I can t open the URL.",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Please fix it!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Addictive app filled with craft ideas and step by step tutorials on how to create them.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Just love it!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Who needs a cookbook anymore when I have Pinterest!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I have had op problems with this app.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Save all your how to\ videos in one place; all your renovation ideas; party planning ideas; dream decorating ideas; plan for what to do in your garden next year.\,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"However, it does not always work (when I absolutely know I have a pin with that word in the description).",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Whtsap is hngng smetms...nw need an updte whch cn imprve whtsap...please give updte quckly ,",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Art support Waiting for the update since a month, all the other apps except whatsapp supports it;coz of which I can t use art. ",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
NICE Please fix the Whatsapp..all my contact profile picture cannot see. ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"Earlier it was running awesome but since d last update its running very slowly, plz resolve d prob!!!",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
why why my whatsapp have not settings ?,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Crashes App crashes frequently on HTC phone.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
above average as it needs more emotions.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Installation problem I am not able to install whatsapp on lenovo A269I,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Four stars Its a wonderful app and provides a good way to stay in contact with peepz but its needs more improvement especially in de area of speed,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Not happy I want d developer to improve the app cz I updated my fone to 4.1.1 and the app is not working,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
New Flags added does nt work.plz update.,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Please make an Update of LAST SEEN FREEZE or HIDE LAST SEEN options. \n85 out of 100 need this kind of Update.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Media sharing Its good but can be better and if mb in media sharing can incresed then it will be excenlt so please improve it so that I can give it 5 stars,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
Please Add More Features Please Add More Features Like Whatsapp +(plus),1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Its not at all connecting.please sort it down ,",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"No block list as i updated No block list,",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
It should have a built in protection system.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Great Great app but need some improvement for IOS devices,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Please i need your help.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Cool app Please make sure that we can delete media received from memory and not just from chat.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
They have to fix the update feature properly so that it done at a one go and possibly twice for it to activate previous whatapps conversation account.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Is that true and if so why can t you set it up?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
S4 Please we need a Zimbabwean flag,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Using too much memory Whatsapp is using too much memory You have to do something whatsapp team for users having low memory,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Payements Good but why can t it be free like skype?,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"I cant download image and videos sent when i try to download image or videos, it says \download was unable to complete, please try again later\. \ni have tried to uninstall, the problem is still the same.",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Please Check the problem.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Some defect Please correct this defect when will listen to a voice note than the screen becomes whole black and we are not able to clearly hear the voice in my s4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
What is error 927? \nWhats up is fail to download...is there any solution?,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Alone So bad not updating new version to my Mobil only only it is coming error 919 ( :,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Now I can t play game at all. \nIt crashes at opening every time!!,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Most of them don t even know how to use spell check on their phone for heavens sake!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Please get more games soon, can t take the wait!",1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"\nHi, my aim has improved as has my ability to figure out how to get 3 stars on most all levels.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
All I get is 'waiting' then 'failed to update.',0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"I updated my iOS software and it s not that or my phone. \nI know you can do better, Rovio!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I went in to print out my schedule request form, so I clicked the 'print' icon but it crashed on every attempt.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
\nMenu disappears\nCan t rename files\nMoving files sometime fails and without a cited reason.,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
"Why keep on asking when I already said no? \nSecond, why not use background update feature of ios7 to do it, rather than the awkward location based method?",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"It wont even let me change tabs, then crashes.",0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
"Ledmetallicadc , After updating, it logged me out and every time I try to log in, it crashes immediately.",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Drop box as a service is rather annoying as it seems to be made for old people who haven t made the jump to collaborating in real time in the cloud.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Why are you following Apple s lead with the crappy, dull, uninspired look?",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Ever since iOS 7 update, Dropbox has not worked; constantly crashes, when it does run it is EXTREMELY slow, and there are problems with camera uploading.",0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
"Movies should be separated out from videos, just like in the Photos app.",0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
Why I can t I upload photos from my camera roll one at a time instead of the entire camera roll? \nPlease change this.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
I even set up a different box to try and fix it thinking my original box was the problem.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I can t do anything.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"rugg31 , Flat out will not open on a new iPad Air ,",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
What happened?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"All these updates, and I still can t rename things?",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
And I never added anything to my favorites.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"JohnInThisLife , Why did you drop support for earlier IOSs? \nWhy no backward compatibility to iOS 6? \nI think it is a huge mistake to do so. \nI have been a Dropbox user for years and, unfortunately, must look for another solution unless an iOS 6 version is made available again.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
This app needs to support older OS versions!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Instead of having multiple paper notebooks or little notes everywhere, everything I need to remember or reference goes into Evernote.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Our minds need Evernote to actually function today as the creative, thinking creatures we are and unburden us from the voluminous, mundane which informs our thinking. \nWhile there are still functions which are not yet available on all mobile platforms these do not detract from the unequivocal 5+ rating.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I was about ready to leave Evernote because it would often crash and lose my thoughts, also the skeumorphic design was painful to look at. \nNever crashes, and it s so much simpler than the old version.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"That s high praise these days, this app does just what I need it to do, and does it well. \nThe update downloads, but the the nook says it can t open the download.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
The app really needs a proper TODO list that functions as a completed and not competed list.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I use this to keep track of many items the company is great at providing support and they update the software often.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Please stop all the enhancements. \nIt was a wonderful app before and now it almost takes a manual to figure out how to use it.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"It crashes less often, but still does so. \n\nSecond, it needs a way to export multiple notes at once to Word so that notes can be edited and compiled into articles and papers for publishing.",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"That s a vote of confidence that this great, versatile app will be around for as long as I need it.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"It crashes occasionally, and the text formatting is bad. \nThe problems are obvious, and I wish they d be fixed.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Latest update crashes constantly.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Now I know why it s one if the best apps available in all platforms.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"This single app has replaced my GTD apps, note apps, outliners, presentation apps, file sharing, and with the sync is available everywhere I need.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Great to have my stuff available in one place.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Reason for only 4 stars is because some features are not available across all platforms.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
The app seemingly does not support cut and paste after IOS7 upgrade.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"\n\nI d give 5 stars, but Evernote really need to give feature parity with their desktop version.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
It used to allow adding multiple tags at once.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Just clip all thoughts you have from any medium to the software and it is recall able.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Well worth the download and will purchase the subscription once I learn more on how to maximize it.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
": ) That said, Evernote has made a massive impact in my life in terms of productivity and organization.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Every time I re download the app, I then need to wait until it downloads my all my offline notebooks.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"It seemed cool, but I just don t take that many notes, I thought.\n\nNow imagine that for invoices, reference photos, old magazines, newspaper articles, kids school awards, receipts, every recipe you own, the manual to your dishwasher, the color of paint in in your living room, the business card of the guy who installed your flooring, etc.\n\nWhether we like it or not, we need to acquire the skill of information management.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Please do take out the marketplace and announcement ads though.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"You can t search within a specific notebook without typing in code (very time consuming even IF you can figure out how to do it). \nThe list of search results should show the line of the found text, so you can see quickly if that s what you re looking for without having to open it.",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
\n\nWish I could create tables since I use this mostly to trap info for reference.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
There are things it would be nice if EN could do but maybe we re all getting spoiled.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
This is the only notepad solution I use for my business!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Whether you want to organize your butterfly collection or organize your dissertation Evernote can help you do it.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
As of Dec upgrade it still crashes. \nIt has become something I rely on but it crashes on my iPhone. \nI tried opening it from the App Store but it wouldn t let me.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
This app alone is the first one I recommend to any family member or friend with a new iOS (or other) device.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Easy to search for information when I need it ,",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I sure wish there was a better app than Evernote for this feature set because it has so many bugs and feature limitations.,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Also wish there was a way to view all notes in Flipboard and to display alerts for random notes!,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"I don t need any other note taking apps to store my notes. \nEvery time I have something come up with in my mind, I just simply take a draft in Evernote and tag it as idea\.""",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It crashes constantly.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"When I update a note on my PC it takes forever to show up after I sync on phone, sometimes I even have to log out and back for it to show up. \nIt crashes every time within 2 minutes of using it. \nPlease make it stable, and if possible, bring back the old UI.",0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
"It would be nice to have a word counter feature though ,",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"If you are looking for an app to keep all your information:from pictures to web links,quotes,recipes,etc.This is the ultimate app,look no more!",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Blurring out the right side means you can t read or really see that area when the sidebars open anyway.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"I currently cannot attach photos without it crashing, so I may have to find a replacement soon. \nThe font is smaller than that of any other app I use, and there is NO way to control it, short of using Evernote through a web browser which entirely defeats the purpose.",0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
"s problems with this app , 5, ptcgkm , This is a great app, which I have been using for many years. \nI tried fixing it myself before contacting support, but I made the problem worse. \n\nI recommend Evernote to everyone I meet.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Since the new update the app crashes a lot on my 4s especially when I try to take a photo in the app.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Start crashing : ( ,",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"But since IOS7, it crashes and freezes on a website at least once a week. \nThe only way I can continue is to go through iTunes to delete the whole app, then reinstall it.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Love the ease with which other apps can integrate with Evernote. \nIt constantly reports failure to synch, it freezes momentarily between all actions, it crashes here and thee, and the search function sometimes fails to find key words. \nNote, some of my problems may be related with some incompatibility of iPad2 with iOS7. \nThe problems I ve experienced are not as severe as what others are reporting. \nI am still working on EN, but will also be on stand by, and looking for possible alternatives.",0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
"Yodaman70 , Not sure if this is an Evernote or iTunes issues but found this app and two others aren t upgradeable yet 60 other apps no problem.",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"It s time for Evernote to take a good, hard look at its software and start pulling features.",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Still crashes a lot when capturing and attaching photos to the note.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"This app is ok, but we need to get these machines to be more than places to brain dump.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"And, each time a sync error occurs, the error report transmission fails as well.",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
I would use it exclusively if it had spreadsheet editing capabilities.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Had been five for me, but the update one previous to this broke it for whole tribes of us, and it took them a week to get the fix out (see below).",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
How do these things get out of the gate?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
My only wish list item would be a URL scheme for passing information to the app or opening a search from elsewhere  something Launch Center Pro could use.,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
\n\n** iOS Redesign **\nProps to the Evernote team for not just tweaking the look of their app for iOS 7 like so many others.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Will update rating accordingly.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Tech support tried to help, and I  m a premium user, but none of them came right out and said what was wrong, something like: 'Sir, you are experiencing what millions of others are experiencing.'",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
We have created an unreliable app.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
What happened?,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Just use Notebooks or OneNote.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
These guys know how to think outside of the box to let a note taking app evolve and immerse itself into your life and business.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
\n\nHighly recommended note taking app.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It  s already possible to rearrange boards why not the pins on a single board?,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"This app provides me with just that the opportunity to glance at photos, and most photos have links for further information.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Pinterest is now my go to resource whenever I need ideas or inspiration for nearly anything in life.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
The only problem is that its like a giant vortex where I look up and an hour has passed.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
No longer have to cut a tree down when I can pin it!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"This is the easiest way for me to use Pinterest, so I dont just spend hours on the site.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
This can be frustrating when your in the middle of adding important ingredients.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
\nBut you should be able to rearrange your boards on here.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Works well crashes sometimes, but good!",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
This app has made my life so much easier!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I have had this app and I  m literally on it everyday.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Powerful for seeing goals I have set for the year to attract what I need to make a goal a reality.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I love how you can look ion vastly different categories; where you can find anything you can think of!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"I recommend some improvements, such as being able to rearrange pins and boards on the app.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
I uninstalled the app from my iPad because it always crashes.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"I enjoying seeing how many folks are following me, and sometimes adding photos I take, or find outside of pinterest.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I can always find what I need and great new ideas!,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
You can create any type of board you want and pretty much everything else is customizable too.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
It needed to happen.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I  m not sure how I managed in life without Pinterest (or this app for that matter) but it  s my #1 go to if I need a little inspiration.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
I wish after it crashes you could go back instead of starting over!,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
You look further and it was/wasn  t what you expected.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
You have to arrow back using your browser and it takes you ALL The Way Back to the Beginning of scrolling.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
